response_time,status_code,request_count,error_rate,cpu_usage,memory_usage,network_io,disk_io,hour_of_day,day_of_week,is_anomaly
122.66553,200.0,117.24937,0.007964516,43.934406,67.87541,314.61713,204.15477,22.0,3.0,0
102.172806,200.0,122.129776,0.008942479,37.697613,60.25319,288.68103,239.28407,9.0,3.0,0
156.86581,200.0,112.937614,0.021470403,25.29583,63.65435,253.91275,181.37167,9.0,4.0,0
231.07343,200.0,87.77847,0.002035511,50.39172,70.122406,190.68324,90.55572,21.0,2.0,0
224.73776,200.0,112.2745,0.0064867404,24.543478,55.991745,8.654172,20.92016,14.0,1.0,0
429.14093,200.0,127.98051,0.0062800255,26.182384,61.06071,336.35522,53.586365,21.0,1.0,0
101.08204,200.0,75.84967,0.000937256,49.26405,53.32561,344.73206,97.07625,13.0,0.0,0
234.0207,200.0,143.47928,0.000545202,20.042585,40.226078,273.96655,174.70515,15.0,6.0,0
106.55219,200.0,103.03635,0.001957992,4.705832,58.33717,98.08861,248.99423,17.0,4.0,0
157.20082,200.0,72.19782,0.01131391,22.818207,33.417564,192.23323,121.708435,9.0,0.0,0
303.6918,200.0,67.849045,0.0045246202,41.563183,35.766464,268.9287,192.7977,10.0,0.0,0
419.2083,302.0,138.01384,0.018646697,34.179863,51.746284,82.199554,230.85419,20.0,3.0,0
9773.063,503.0,59.47274,0.15562116,30.217045,63.8864,226.20625,249.18646,18.0,4.0,1
206.20566,200.0,73.8643,0.0032435611,41.51531,38.405296,189.12973,0.0,4.0,5.0,0
229.51184,200.0,95.43367,0.00057258975,63.595493,60.062634,288.5683,231.46077,4.0,2.0,0
148.83038,400.0,114.68943,0.009476717,14.097949,41.714035,172.1906,243.19438,11.0,3.0,0
378.09387,200.0,96.79442,0.0021861345,12.943896,28.434292,4.645225,214.95847,14.0,1.0,0
254.28726,200.0,104.464806,0.0025915036,29.913574,46.9323,275.59366,174.9024,11.0,4.0,0
95.76829,302.0,116.16601,0.0072189104,35.611958,48.977043,150.02742,61.35676,15.0,4.0,0
172.263,200.0,61.70843,0.027223667,49.656425,28.450567,266.33728,228.02031,17.0,2.0,0
122.12903,301.0,60.932014,0.0018087296,42.61214,65.61085,301.11432,176.0838,18.0,1.0,0
339.1567,201.0,111.06389,0.0009832961,15.652721,44.105602,310.0216,147.42241,4.0,0.0,0
84.98265,200.0,89.48292,0.012033474,55.86227,59.012695,553.97394,59.223568,3.0,5.0,0
327.27853,200.0,121.972404,0.0015976693,50.159866,66.97616,119.994576,152.33777,10.0,2.0,0
73.892204,201.0,137.0235,0.020698912,21.6873,48.084858,394.12085,263.7052,5.0,0.0,0
135.11214,400.0,107.762146,0.007337108,41.94032,64.881836,169.25029,164.41815,4.0,4.0,0
87.030266,200.0,64.66101,0.0027611433,40.77778,55.725533,398.6807,95.49492,16.0,3.0,0
419.11157,200.0,81.05429,0.014672016,84.92229,97.410065,329.88803,295.96338,18.0,0.0,1
242.57904,200.0,114.084404,0.003446797,37.987614,51.754112,43.883617,251.08395,17.0,2.0,0
87.07766,200.0,120.54048,0.005396246,55.318146,67.753174,143.9432,128.10562,7.0,2.0,0
114.12533,200.0,127.23292,0.0068222936,26.952936,42.425232,155.19928,69.286,17.0,0.0,0
156.13753,200.0,97.95947,0.0008901999,40.21065,28.956675,304.66373,195.08948,4.0,1.0,0
160.30624,201.0,142.62997,0.003252197,20.831287,44.169384,361.08456,99.36727,3.0,5.0,0
161.8612,200.0,56.534966,0.03953963,47.434753,52.244328,220.08923,14.697512,19.0,3.0,0
163.63092,200.0,135.5133,0.005580341,45.455624,44.08282,284.7955,68.885185,21.0,1.0,0
901.7526,200.0,157.87874,0.05333579,59.185368,62.93511,9290.783,9485.475,22.0,0.0,1
162.71,200.0,143.24347,0.0021715125,45.42248,40.24488,245.7038,202.72272,14.0,2.0,0
106.12511,200.0,90.09896,9.752328e-05,29.264305,100.0,250.49493,0.0,2.0,4.0,0
359.71106,400.0,93.36754,0.00270493,70.77734,76.91943,312.62607,141.14835,21.0,3.0,0
193.38649,200.0,162.69145,0.012431094,14.510325,42.29206,158.28177,120.80564,15.0,1.0,0
176.24127,200.0,150.43744,0.022844361,41.13726,45.535763,173.83153,219.91084,21.0,1.0,0
191.45992,200.0,58.273884,0.0029420697,80.83798,38.72813,183.0613,159.50784,8.0,2.0,0
398.999,200.0,123.77995,0.007244837,41.690315,55.33444,97.61506,155.01172,19.0,6.0,0
260.24942,200.0,56.682205,4.7032598e-05,47.091724,53.964993,279.73502,20.307106,2.0,6.0,0
182.37256,200.0,77.32473,0.000116940864,40.92053,50.376213,228.6807,172.98355,11.0,4.0,0
139.06639,200.0,115.102425,0.0014368086,42.53448,62.854637,95.20314,75.88769,13.0,0.0,0
168.01543,200.0,123.51338,0.00040365948,33.832924,41.588467,222.51381,71.61808,22.0,5.0,0
144.90141,200.0,95.474724,0.0117176315,46.23227,54.60432,148.83144,93.420616,17.0,1.0,0
298.42712,200.0,109.82707,0.0038858885,51.089615,48.25474,199.51833,145.33847,5.0,3.0,0
180.25836,301.0,152.79665,0.0054840893,38.379578,44.88167,396.50818,140.89458,1.0,0.0,0
94.81063,302.0,76.10597,0.004647209,24.334017,55.311928,288.31265,242.91133,10.0,1.0,0
211.47533,201.0,112.37511,0.0052080387,17.863207,64.05111,210.96262,142.91748,22.0,2.0,0
254.89026,200.0,93.60345,0.0015894684,21.96826,31.50414,308.37576,210.91809,6.0,1.0,0
235.07182,200.0,83.27431,0.016325025,13.567072,47.7247,364.98907,43.107327,8.0,4.0,0
110.272064,200.0,96.41225,0.002183634,16.773756,51.204975,376.94458,134.63792,12.0,5.0,0
201.78285,200.0,117.72675,0.0011839197,29.217562,52.751003,250.93951,47.940098,5.0,2.0,0
207.96353,200.0,66.31169,0.002783816,45.99462,38.75231,126.09766,217.55452,7.0,1.0,0
169.44493,201.0,116.332794,0.00350484,11.169786,62.19786,244.11392,56.83145,23.0,6.0,0
152.87479,200.0,121.98595,0.0020360614,17.527803,52.4514,318.02078,43.627224,10.0,6.0,0
113.44941,200.0,123.7539,0.012022854,30.291822,48.694183,372.36563,188.68217,6.0,0.0,0
266.96585,200.0,71.3245,0.006629688,22.776735,30.273073,312.53638,229.7393,18.0,5.0,0
117.35392,200.0,120.894485,0.013481506,61.5539,49.75165,101.54126,226.19864,1.0,4.0,0
125.96744,200.0,87.41883,0.0078215,48.98921,40.51439,162.17792,198.37991,2.0,6.0,0
28.436993,200.0,108.54449,0.013007437,52.800182,59.37079,221.04318,241.14851,11.0,5.0,0
197.4685,200.0,55.90863,0.01924269,28.206501,28.035225,377.96915,243.06934,20.0,0.0,0
102.495766,201.0,105.86097,0.00469029,40.953823,26.106073,227.93086,195.05034,13.0,4.0,0
139.65903,200.0,86.01856,0.012924846,62.46721,26.1655,397.31027,200.34938,18.0,3.0,0
229.32289,200.0,119.08608,0.012747074,42.501915,28.614574,167.84808,144.88593,13.0,6.0,0
257.09866,200.0,101.905464,0.0015756079,52.13559,56.59197,192.94547,229.3017,18.0,3.0,0
171.19081,200.0,80.27934,0.01647853,41.39012,66.92768,38.57294,299.16312,12.0,0.0,0
212.01674,201.0,116.93776,0.02898374,20.808886,70.76463,259.0428,140.64546,6.0,4.0,0
273.01614,200.0,73.43603,3.059407e-05,38.642708,37.298992,394.70468,223.60425,22.0,5.0,0
183.69704,200.0,110.35949,0.009322064,53.20587,44.640408,248.36723,269.31036,2.0,0.0,0
203.43137,200.0,126.26228,0.0005696851,47.371693,39.62438,221.09763,125.32172,20.0,2.0,0
200.09763,200.0,54.011734,0.0016946546,67.67209,47.04882,267.89352,234.93864,9.0,4.0,0
195.23418,200.0,157.72113,0.0075037465,60.494785,31.576527,324.33307,254.18715,8.0,6.0,0
166.74507,200.0,162.01208,0.005174587,54.7813,64.77611,553.1044,182.60384,11.0,5.0,0
164.44223,200.0,111.76463,0.010738442,32.362408,72.8587,223.03674,148.06598,23.0,0.0,0
174.97235,200.0,111.443245,0.0059188325,59.822556,52.986027,208.3933,262.6219,12.0,5.0,0
187.9232,200.0,69.90376,0.024256859,31.87862,41.419926,260.8577,131.33179,15.0,0.0,0
252.93692,200.0,104.353065,0.002388302,33.835266,50.23519,81.04009,307.68112,3.0,3.0,0
5010.0444,503.0,84.82489,0.16996387,42.41108,51.555347,294.74695,127.99731,18.0,6.0,1
274.5217,200.0,129.82504,0.014406452,19.890554,55.332363,248.64932,169.6649,11.0,1.0,0
62.937057,200.0,115.51319,0.0012073787,45.669636,49.873207,244.21458,162.84402,15.0,6.0,0
335.75497,200.0,75.22071,0.0002741739,33.97328,47.151478,233.41873,155.07701,2.0,1.0,0
106.410614,200.0,132.24852,0.021091819,44.206596,58.284412,183.27168,199.7721,8.0,5.0,0
232.858,201.0,90.18977,0.009513221,53.316254,47.568604,196.7216,296.95352,5.0,2.0,0
133.25665,200.0,70.52548,0.0056174803,8.354564,26.725275,216.16069,224.90404,5.0,5.0,0
6681.123,502.0,53.025402,0.14136758,58.721146,49.698666,211.3902,150.58347,7.0,4.0,1
214.57059,200.0,82.27494,0.010409797,58.28341,46.464466,248.85889,51.561012,14.0,2.0,0
271.23068,200.0,99.97874,0.010388422,91.77788,67.609665,72.154465,158.75272,8.0,4.0,0
1278.0691,504.0,66.98997,0.22890273,69.612976,45.540325,223.47011,152.87712,16.0,1.0,1
198.51335,200.0,104.17925,0.013827054,44.373787,40.923756,292.07953,195.19714,21.0,4.0,0
153.3618,200.0,64.15186,0.008507018,67.712204,71.807304,338.54303,219.69621,11.0,2.0,0
174.38663,200.0,71.9833,0.0019992366,58.66126,37.139763,424.28598,169.28287,1.0,5.0,0
126.33472,200.0,71.6846,0.027766787,42.79854,56.252594,253.38452,196.66759,10.0,2.0,0
104.372284,200.0,90.21819,0.0010986624,49.90159,65.72364,126.77055,94.1098,14.0,4.0,0
104.43743,200.0,85.469025,0.024891794,54.983456,45.906017,325.21414,135.60582,1.0,2.0,0
240.8282,302.0,120.79868,1.9283554e-05,30.235966,47.47663,209.71196,28.641094,18.0,3.0,0
373.50665,200.0,88.30946,0.02817625,33.973835,45.09562,361.2921,128.60985,13.0,6.0,0
198.48141,200.0,96.6261,0.006365874,45.353767,72.71228,262.61612,240.35596,22.0,6.0,0
123.4586,200.0,92.67102,0.015971959,33.826603,43.542473,180.78378,62.498287,23.0,6.0,0
98.83569,200.0,118.6026,0.010877121,44.89353,35.61716,313.3965,228.42581,6.0,6.0,0
231.8935,200.0,86.77571,0.014251227,58.891884,43.062763,246.25279,0.0,0.0,2.0,0
165.30443,200.0,76.977905,0.011354765,55.31138,20.58827,370.59186,213.7896,8.0,0.0,0
324.36234,200.0,111.04195,0.0048111724,29.859787,53.014748,293.83157,121.5691,4.0,2.0,0
200.44273,200.0,108.53793,0.00030295,42.18476,61.046993,383.85834,94.73244,3.0,3.0,0
263.40417,200.0,77.75587,0.038872816,24.947218,70.62516,494.39728,112.56265,7.0,0.0,0
103.68159,200.0,105.23187,0.0060170977,42.944427,50.88985,172.35095,137.12204,11.0,1.0,0
227.27762,200.0,70.36699,0.0021437402,53.72334,63.703766,152.72137,86.876625,3.0,1.0,0
238.84505,200.0,104.51903,0.0081049865,49.804813,59.23844,315.09982,60.76577,13.0,2.0,0
39.521606,200.0,128.1046,0.00079983735,41.209877,42.17774,210.73509,221.9328,13.0,3.0,0
195.56848,200.0,84.32053,0.0012451328,55.024693,72.7612,277.03876,31.574244,6.0,0.0,0
58.668034,200.0,119.57607,0.004658312,49.47164,29.097107,163.63698,115.82209,10.0,3.0,0
278.32635,200.0,76.96601,0.000930317,27.968336,57.39725,105.12196,258.7443,5.0,5.0,0
185.26834,200.0,74.21793,0.008768049,36.562073,47.384308,193.00368,215.58463,7.0,4.0,0
399.51718,200.0,122.7977,2.4153378e-05,47.79308,29.409061,239.88058,44.4174,15.0,2.0,0
272.55988,200.0,127.320015,0.052228563,42.057026,54.14902,64.497025,29.386845,20.0,6.0,0
190.91954,200.0,122.58132,0.010810374,41.968372,25.44395,275.73996,91.24717,15.0,4.0,0
351.83463,200.0,88.5524,0.0037995428,38.80089,58.482304,289.0859,194.45488,13.0,1.0,0
197.43506,200.0,114.947945,0.013536344,27.942642,53.849625,338.66037,200.82642,4.0,6.0,0
116.842255,200.0,83.6592,0.00794903,45.61187,77.57194,257.83307,154.13696,1.0,4.0,0
127.3558,200.0,95.35673,0.003022238,52.051025,58.061928,327.34998,49.805824,17.0,3.0,0
178.95247,200.0,110.974915,0.02034338,65.26984,55.675518,279.68622,128.72507,2.0,2.0,0
103.56465,200.0,128.29662,0.01668495,59.08376,31.72981,166.29471,194.81653,15.0,3.0,0
280.98578,200.0,111.510124,0.0059857666,25.952497,19.963966,262.9865,182.9818,7.0,5.0,0
158.18266,301.0,93.83392,0.025138944,29.739853,55.896477,417.29514,129.0733,11.0,0.0,0
172.5949,200.0,106.00102,0.0073226327,24.668295,34.019897,210.4912,192.15613,21.0,1.0,0
127.74569,200.0,87.1076,0.0035428572,20.896084,72.80154,226.58131,198.0013,2.0,2.0,0
290.27963,200.0,103.398834,0.0058100806,10.4567585,46.582405,192.00548,137.81816,21.0,3.0,0
122.4406,302.0,47.880157,0.0046154154,40.0304,66.17915,469.56992,185.82483,20.0,1.0,0
472.68707,200.0,177.1019,0.040783852,97.78706,98.45109,363.66663,211.75877,15.0,4.0,1
248.2877,200.0,137.34369,0.008532238,54.78333,36.445976,146.1444,110.773285,4.0,6.0,0
187.26567,200.0,129.01898,0.0023629006,38.94794,57.883133,150.2416,164.22275,15.0,1.0,0
8676.07,500.0,144.8887,0.28341308,64.10287,40.637432,228.2595,284.21744,8.0,0.0,1
171.44092,200.0,105.49707,0.021930607,50.28499,43.122005,351.34244,127.2095,8.0,1.0,0
115.1816,200.0,147.81857,0.00066098303,27.383732,36.904015,476.40973,99.56521,13.0,5.0,0
216.6117,200.0,89.15208,0.00037826435,25.666506,13.175634,147.33647,148.91354,20.0,3.0,0
168.25113,201.0,112.204185,0.0033429763,50.515713,33.465374,282.70493,227.8885,17.0,6.0,0
161.20222,200.0,148.37172,0.005646086,29.745533,62.57271,197.99553,95.18428,7.0,5.0,0
199.32382,200.0,44.620766,0.010552329,26.569857,53.357876,273.4016,197.43918,0.0,1.0,0
229.03386,200.0,103.627174,0.01238053,33.519573,69.03622,310.45132,0.0,17.0,5.0,0
266.04745,200.0,69.01974,0.0142945405,55.28784,44.17355,260.2891,42.983147,8.0,0.0,0
153.4871,201.0,64.36665,0.0110529335,49.374203,37.961815,341.08585,102.3136,23.0,5.0,0
263.4267,200.0,121.10269,0.00077484973,33.246506,65.979355,366.70203,47.191433,1.0,2.0,0
93.97803,200.0,124.17845,0.004231834,42.854958,69.031425,203.55399,214.54895,10.0,2.0,0
244.16805,302.0,80.04434,0.004498974,46.34963,55.756626,151.94887,125.5857,2.0,0.0,0
97.68372,200.0,77.32422,0.005717681,33.13796,67.37551,226.6474,348.37186,12.0,0.0,0
184.83691,200.0,137.8252,0.011615623,33.445,50.059254,129.12651,131.57625,13.0,3.0,0
146.85938,500.0,119.69933,0.016616866,37.986145,36.65228,112.949,168.66902,3.0,5.0,0
133.03497,200.0,100.77266,0.0069421674,11.540245,65.66416,322.65845,337.9279,20.0,5.0,0
197.25554,200.0,118.12913,0.0019492211,62.621517,58.979073,349.59848,228.82935,4.0,4.0,0
533.988,200.0,84.031395,0.018440183,90.46995,95.4405,483.81848,269.96695,3.0,6.0,1
121.779144,500.0,54.0466,0.007915906,50.335567,59.57982,256.4212,225.96608,14.0,6.0,0
154.31946,200.0,29.360462,0.0029359425,20.623589,49.8146,281.15414,213.3406,13.0,5.0,0
162.62067,200.0,137.9093,0.001081427,33.545193,51.002506,150.00024,191.19006,20.0,2.0,0
120.115585,200.0,100.21855,0.005561591,52.196598,73.60838,239.15663,205.73976,18.0,1.0,0
199.2117,200.0,72.970245,0.0032036188,50.25089,40.102394,353.49762,88.09438,19.0,1.0,0
3880.0583,502.0,70.85706,0.2978782,56.16359,48.715824,391.60837,199.22162,12.0,2.0,1
186.31496,200.0,138.74513,0.01621265,28.762543,54.8525,417.72916,196.36206,21.0,5.0,0
188.3464,200.0,77.144394,0.021756016,30.387573,44.176743,146.4385,66.152306,3.0,2.0,0
132.91171,200.0,116.19826,0.018193657,0.0,55.072105,319.26135,145.07649,23.0,6.0,0
351.30768,200.0,84.57619,0.00011694764,27.229185,30.78327,314.04126,108.66896,20.0,1.0,0
87.45138,200.0,114.43111,0.0066538407,35.52044,73.37578,314.494,142.27507,20.0,1.0,0
228.16396,200.0,92.91791,0.0053700614,46.581425,35.40181,388.14017,303.63004,7.0,3.0,0
192.05212,201.0,86.42491,0.006115209,19.856903,8.206129,260.79553,127.15102,3.0,2.0,0
91.77164,200.0,114.80603,0.011007291,67.64589,72.956,245.41405,150.85881,3.0,2.0,0
152.56366,200.0,112.15882,0.007973957,50.52818,57.585617,111.454636,262.35016,1.0,5.0,0
114.401955,200.0,90.52083,0.0028877507,24.74594,49.473007,298.72302,243.71014,7.0,0.0,0
236.67824,200.0,88.41265,0.020047635,19.393288,61.472908,331.77246,137.9392,17.0,0.0,0
240.03194,200.0,97.83103,0.0065140356,49.0368,79.54354,263.6166,94.02408,9.0,6.0,0
304.35068,200.0,124.91592,0.008999513,25.41064,24.721922,186.52774,85.23271,9.0,3.0,0
146.78387,200.0,97.956894,0.033494636,38.47373,32.68745,129.94052,258.3504,13.0,3.0,0
240.47604,200.0,41.006107,0.0071429773,68.65794,70.64641,153.3502,154.19072,22.0,0.0,0
202.51743,200.0,107.62136,0.019819565,67.93774,55.651546,261.505,269.93225,5.0,5.0,0
325.32452,200.0,115.96372,7.983187e-06,24.295572,40.53642,345.42853,257.76147,17.0,0.0,0
178.81535,200.0,86.76291,1.6993627e-05,47.314827,55.64396,437.90845,211.09317,9.0,3.0,0
172.26234,200.0,119.786156,0.004565168,40.612865,23.946888,315.99014,143.6378,22.0,6.0,0
148.52771,200.0,99.50694,0.024865102,32.03738,38.802235,305.11453,152.55978,18.0,2.0,0
208.86052,200.0,129.47762,0.0017146786,34.235367,66.37943,244.8259,256.99335,8.0,0.0,0
160.19745,200.0,88.20148,0.009162794,37.783016,65.065125,202.65947,145.75244,7.0,1.0,0
280.08557,200.0,109.10133,0.004388093,38.712734,50.06133,277.31818,200.11894,5.0,2.0,0
229.02719,200.0,112.76277,0.022353863,38.425396,46.828354,355.32632,0.0,19.0,4.0,0
156.51555,200.0,85.90231,0.004237666,23.575855,26.34231,519.3789,185.00436,10.0,0.0,0
51.08418,200.0,60.54022,0.02288095,62.08839,48.4818,335.5668,195.73137,16.0,3.0,0
214.38896,200.0,104.50354,0.015205582,28.165195,57.339687,122.47689,188.61307,1.0,0.0,0
269.26184,200.0,78.39436,0.027007174,61.41008,23.799515,345.83994,246.47537,0.0,2.0,0
119.791595,200.0,64.58695,0.0051756813,53.578724,61.876778,447.6293,44.535233,11.0,6.0,0
203.8826,200.0,88.36744,0.002997118,21.206804,52.681335,260.3016,101.54175,22.0,1.0,0
231.274,200.0,105.263214,0.012548592,53.431225,35.33262,207.25781,208.78293,23.0,0.0,0
158.02945,200.0,98.77443,0.020711334,40.004818,32.45511,479.6552,154.95714,4.0,6.0,0
228.82549,200.0,56.004654,0.0030123482,43.812157,46.198135,326.24158,54.22332,3.0,4.0,0
159.57823,200.0,111.26757,0.003413072,36.033337,59.31009,118.08321,290.77277,20.0,0.0,0
200.62186,200.0,55.623543,0.006557334,53.818054,41.610645,340.99048,182.99165,11.0,4.0,0
99.32467,200.0,72.20988,0.025541523,39.70283,60.48462,299.78625,156.31458,12.0,5.0,0
129.27794,201.0,88.455986,0.0012526299,38.192005,66.680115,274.22867,228.01869,1.0,6.0,0
273.42282,200.0,116.28317,0.015177715,17.83778,51.575882,194.3829,137.408,11.0,6.0,0
178.19597,200.0,124.58014,0.005211958,32.18254,74.23158,224.89595,110.27832,9.0,4.0,0
244.48128,200.0,122.77462,0.017939456,55.990837,70.77232,350.01553,175.44447,14.0,0.0,0
183.58806,200.0,114.3137,0.00044249522,63.639935,52.609936,61.615017,161.53337,7.0,4.0,0
166.58148,200.0,105.67903,0.002913063,25.081247,45.972767,327.47363,132.16713,3.0,6.0,0
396.19598,200.0,86.95526,0.002962482,56.59387,55.77455,207.24829,168.9013,10.0,0.0,0
186.83754,200.0,73.0772,0.007231245,49.355778,73.73683,288.08438,125.49996,1.0,5.0,0
199.58826,200.0,91.1597,0.010492907,30.746542,24.521856,234.1626,0.0,23.0,5.0,0
255.88036,200.0,89.825516,0.008401793,44.94014,62.541164,280.6728,295.77048,1.0,1.0,0
385.8929,200.0,102.75169,0.000997211,25.574034,57.694656,219.34502,121.598015,13.0,4.0,0
226.69093,200.0,130.39859,0.0541593,26.341955,56.524708,363.58356,87.5512,12.0,0.0,0
282.3801,302.0,119.067314,0.0019728537,29.294378,28.996092,198.57442,231.33174,17.0,6.0,0
196.71251,204.0,104.5044,0.0056624594,36.758026,36.247635,456.45993,163.9328,13.0,4.0,0
448.91635,200.0,120.41652,0.0012017391,41.2446,35.908966,221.79759,130.6754,7.0,0.0,0
248.06004,200.0,121.054665,0.0095592765,11.934724,16.13738,161.18217,154.81271,18.0,2.0,0
178.10866,200.0,106.71039,0.005423032,64.65999,31.7101,236.72165,171.27287,8.0,0.0,0
235.28856,200.0,105.24009,0.003089999,71.76663,49.95747,422.99658,271.26117,4.0,0.0,0
243.4827,200.0,66.00412,0.0062722564,36.624893,36.26965,205.72902,198.14612,10.0,2.0,0
222.01889,200.0,39.64,0.02022046,36.01788,22.376873,198.32909,0.0,18.0,2.0,0
